symbol,fundingRate,fundingRateTimestamp,fundingTime,source,type,has_interest,interest_per_interval
ETHUSDT,8.859e-05,1768032000000,2026-01-10 08:00:00,bybit,CEX,True,0.0001
ETHUSDT,7.386e-05,1768060800000,2026-01-10 16:00:00,bybit,CEX,True,0.0001
ETHUSDT,7.847e-05,1768089600000,2026-01-11 00:00:00,bybit,CEX,True,0.0001
ETHUSDT,6.991e-05,1768118400000,2026-01-11 08:00:00,bybit,CEX,True,0.0001
ETHUSDT,0.0001,1768147200000,2026-01-11 16:00:00,bybit,CEX,True,0.0001
ETHUSDT,8.804e-05,1768176000000,2026-01-12 00:00:00,bybit,CEX,True,0.0001
ETHUSDT,6.24e-05,1768204800000,2026-01-12 08:00:00,bybit,CEX,True,0.0001
ETHUSDT,-4.19e-06,1768233600000,2026-01-12 16:00:00,bybit,CEX,True,0.0001
ETHUSDT,-7.04e-05,1768262400000,2026-01-13 00:00:00,bybit,CEX,True,0.0001
ETHUSDT,8.503e-05,1768291200000,2026-01-13 08:00:00,bybit,CEX,True,0.0001
ETHUSDT,7.064e-05,1768320000000,2026-01-13 16:00:00,bybit,CEX,True,0.0001
ETHUSDT,8.452e-05,1768348800000,2026-01-14 00:00:00,bybit,CEX,True,0.0001
ETHUSDT,0.0001,1768377600000,2026-01-14 08:00:00,bybit,CEX,True,0.0001
ETHUSDT,0.0001,1768406400000,2026-01-14 16:00:00,bybit,CEX,True,0.0001
ETHUSDT,6.375e-05,1768435200000,2026-01-15 00:00:00,bybit,CEX,True,0.0001
ETHUSDT,1.963e-05,1768464000000,2026-01-15 08:00:00,bybit,CEX,True,0.0001
ETHUSDT,1.778e-05,1768492800000,2026-01-15 16:00:00,bybit,CEX,True,0.0001
ETHUSDT,5.703e-05,1768521600000,2026-01-16 00:00:00,bybit,CEX,True,0.0001
ETHUSDT,8.123e-05,1768550400000,2026-01-16 08:00:00,bybit,CEX,True,0.0001
ETHUSDT,5.736e-05,1768579200000,2026-01-16 16:00:00,bybit,CEX,True,0.0001
ETHUSDT,2.861e-05,1768608000000,2026-01-17 00:00:00,bybit,CEX,True,0.0001
ETHUSDT,3.048e-05,1768636800000,2026-01-17 08:00:00,bybit,CEX,True,0.0001
ETHUSDT,2.556e-05,1768665600000,2026-01-17 16:00:00,bybit,CEX,True,0.0001
ETHUSDT,5.391e-05,1768694400000,2026-01-18 00:00:00,bybit,CEX,True,0.0001
