symbol,markPrice,indexPrice,estimatedSettlePrice,lastFundingRate,interestRate,nextFundingTime,time,source,has_interest_component
GAIBUSDT,0.02944182,0.02944118,0.02949042,5e-05,0.0001,1768723200000,1768710732001,binance,True
PIXELUSDT,0.01015,0.01015025,0.01017290,5e-05,0.0001,1768723200000,1768710732001,binance,True
QTUMUSDT,1.454,1.45555938,1.45672086,0.0001,0.0001,1768723200000,1768710732001,binance,True
DARUSDT,0.21705535,0.21705535,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
PLAYUSDT,0.06828,0.06797484,0.06815953,0.00042678,0.0001,1768723200000,1768710732001,binance,True
BROCCOLI714USDT,0.02167,0.02170026,0.02172470,-6.007e-05,0.0001,1768723200000,1768710732001,binance,True
DODOXUSDT,0.01875387,0.01874194,0.01880911,5e-05,0.0001,1768723200000,1768710732001,binance,True
IOTXUSDT,0.008412,0.00841926,0.00842769,-9.129e-05,0.0001,1768723200000,1768710732001,binance,True
DEGOUSDT,0.5032,0.5037619,0.50336071,5e-05,0.0001,1768723200000,1768710732001,binance,True
AKEUSDT,0.00042726,0.00042846,0.00042860,5e-05,0.0001,1768723200000,1768710732001,binance,True
ZEREBROUSDT,0.01456619,0.01456556,0.01459050,5e-05,0.0001,1768723200000,1768710732001,binance,True
AEVOUSDT,0.04196154,0.04204375,0.04207764,5e-05,0.0001,1768723200000,1768710732001,binance,True
KASUSDT,0.04373,0.0437825,0.04383781,5e-05,0.0001,1768723200000,1768710732001,binance,True
MOVRUSDT,2.554,2.55731242,2.56180191,5e-05,0.0001,1768723200000,1768710732001,binance,True
PERPUSDT,0.07290505,0.07307223,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
ORBSUSDT,0.01807714,0.01807714,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
ETHUSDT_251226,3314.72181925,3310.31162791,0.00000000,0.0,0.0,0,1768710732001,binance,True
FIOUSDT,0.01136,0.01136904,0.01138046,5e-05,0.0001,1768723200000,1768710732001,binance,True
BLURUSDT,0.03890902,0.03907504,0.03966930,-0.00140798,0.0001,1768723200000,1768710732001,binance,True
FLUIDUSDT,3.331,3.3366461,3.33856174,5e-05,0.0001,1768723200000,1768710732001,binance,True
2ZUSDT,0.12703,0.12720532,0.12754791,-1.334e-05,0.0001,1768723200000,1768710732001,binance,True
FLOWUSDT,0.09450471,0.09545488,0.09518361,-0.00123326,0.0001,1768723200000,1768710732001,binance,True
PAXGUSDT,4615.00092032,4617.68297121,4616.69181845,4.52e-06,0.0001,1768723200000,1768710732001,binance,True
AGLDUSDT,0.30732234,0.3078514,0.30844009,-0.00013747,0.0001,1768723200000,1768710732001,binance,True
C98USDT,0.02462919,0.02462812,0.02469407,0.0001,0.0001,1768723200000,1768710732001,binance,True
NULSUSDT,0.00957,0.00957,0.00000000,0.0,0.0,0,1768710732001,binance,True
RAVEUSDT,0.36809,0.367549,0.36676648,0.00019591,0.0001,1768723200000,1768710732001,binance,True
PUFFERUSDT,0.05559,0.05570803,0.05579513,5e-05,0.0001,1768723200000,1768710732001,binance,True
CRVUSDC,0.4129,0.41327018,0.41544742,-0.00014905,0.0001,1768723200000,1768710732001,binance,True
MATICUSDC,0.37910821,0.3791,0.37910000,0.0001,0.0001,1768723200000,1768710732001,binance,True
ASRUSDT,1.78049379,1.78103691,1.78024626,5e-05,0.0001,1768723200000,1768710732001,binance,True
REEFUSDT,0.00046432,0.00046432,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
1000CHEEMSUSDT,0.000923,0.00092415,0.00092576,4.886e-05,0.0001,1768723200000,1768710732001,binance,True
CROSSUSDT,0.1319,0.13165193,0.13132886,5e-05,0.0001,1768723200000,1768710732001,binance,True
ALLUSDT,0.66770959,0.66930602,0.66972719,-1.286e-05,0.0001,1768723200000,1768710732001,binance,True
WLFIUSDC,0.1669,0.16716847,0.16723565,-6.329e-05,0.0001,1768723200000,1768710732001,binance,True
ORDERUSDT,0.09131808,0.09141188,0.09147163,0.0001,0.0001,1768723200000,1768710732001,binance,True
FXSUSDT,0.91219889,0.895,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
PNUTUSDC,0.08213,0.08221239,0.08238197,-5.639e-05,0.0001,1768723200000,1768710732001,binance,True
HEIUSDT,0.12835,0.12844286,0.12866523,5e-05,0.0001,1768723200000,1768710732001,binance,True
ALTUSDT,0.01268524,0.01270104,0.01271139,5e-05,0.0001,1768723200000,1768710732001,binance,True
ACXUSDT,0.05351,0.05353061,0.05354442,5e-05,0.0001,1768723200000,1768710732001,binance,True
MOVEUSDT,0.03736267,0.0373773,0.03735756,-6.847e-05,0.0001,1768723200000,1768710732001,binance,True
RVVUSDT,0.00393754,0.00391829,0.00394032,5e-05,0.0001,1768723200000,1768710732001,binance,True
FETUSDT,0.27459271,0.27494429,0.27534395,-4.238e-05,0.0001,1768723200000,1768710732001,binance,True
BSWUSDT,0.00686275,0.00686275,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
SPXUSDT,0.54947152,0.55035455,0.55094972,-1.711e-05,0.0001,1768723200000,1768710732001,binance,True
ARKUSDT,0.2851504,0.28542069,0.28591711,5e-05,0.0001,1768723200000,1768710732001,binance,True
WAVESUSDT,0.75728182,0.75728182,0.00000000,0.0,0.0,0,1768710732001,binance,True
ENJUSDT,0.03337,0.03339763,0.03341121,4.147e-05,0.0001,1768723200000,1768710732001,binance,True
TAKEUSDT,0.06146,0.06142924,0.06144760,5e-05,0.0001,1768723200000,1768710732001,binance,True
SOLUSDT,142.62157841,142.71863528,142.75300817,-8.4e-05,0.0001,1768723200000,1768710732001,binance,True
FOGOUSDT,0.03457645,0.03459261,0.03469207,5e-05,0.0001,1768723200000,1768710732001,binance,True
DEFIUSDT,829.90513793,829.90513793,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
EPICUSDT,0.60827805,0.60911767,0.61161500,-9.375e-05,0.0001,1768723200000,1768710732001,binance,True
1000WHYUSDT,1.62e-05,1.622e-05,0.00001619,5e-05,0.0001,1768723200000,1768710732001,binance,True
XAGUSDT,90.3483474,90.1376,90.13760000,0.00064855,0.0001,1768723200000,1768710732469,binance,True
CVXUSDT,2.12306711,2.12938632,2.13382432,-6.78e-06,0.0001,1768723200000,1768710732001,binance,True
LISTAUSDT,0.1681,0.16817137,0.16839004,5e-05,0.0001,1768723200000,1768710732001,binance,True
CGPTUSDT,0.03544,0.03546748,0.03557184,5e-05,0.0001,1768723200000,1768710732001,binance,True
LUMIAUSDT,0.12041626,0.1208589,0.12105613,-7.156e-05,0.0001,1768723200000,1768710732001,binance,True
CHRUSDT,0.04747893,0.04747688,0.04772100,0.0001,0.0001,1768723200000,1768710732001,binance,True
RIVERUSDT,20.72905239,20.72882841,19.92950703,5.547e-05,0.0001,1768712400000,1768710732001,binance,True
LINKUSDC,13.66695401,13.6782498,13.68819710,1.777e-05,0.0001,1768723200000,1768710732001,binance,True
FARTCOINUSDT,0.34345419,0.3434556,0.34490574,1.233e-05,0.0001,1768723200000,1768710732001,binance,True
ARBUSDT,0.2135,0.21354604,0.21441647,-0.0001428,0.0001,1768723200000,1768710732001,binance,True
DUSDT,0.01283837,0.01283781,0.01284657,5e-05,0.0001,1768723200000,1768710732001,binance,True
ZRCUSDT,0.0029082,0.00293244,0.00291894,-0.00042832,0.0001,1768723200000,1768710732001,binance,True
DRIFTUSDT,0.1902,0.19041429,0.19152448,-0.00033367,0.0001,1768723200000,1768710732001,binance,True
BOBUSDT,0.01097919,0.01097411,0.01099052,5e-05,0.0001,1768723200000,1768710732001,binance,True
TURTLEUSDT,0.05703,0.05719295,0.05730194,5e-05,0.0001,1768723200000,1768710732001,binance,True
1000SHIBUSDT,0.00838669,0.00839105,0.00839491,4.437e-05,0.0001,1768723200000,1768710732001,binance,True
NOMUSDT,0.007976,0.00798431,0.00799867,5e-05,0.0001,1768723200000,1768710732001,binance,True
APEUSDT,0.22262755,0.2229,0.22314217,6.15e-05,0.0001,1768723200000,1768710732001,binance,True
AIOTUSDT,0.0845,0.08460034,0.08478380,5e-05,0.0001,1768723200000,1768710732001,binance,True
AUSDT,0.12620822,0.12636633,0.12632837,-6.94e-05,0.0001,1768723200000,1768710732001,binance,True
BSVUSDT,19.325,19.35894737,19.37006608,-0.00028874,0.0001,1768723200000,1768710732001,binance,True
GRTUSDT,0.04204,0.04209784,0.04211523,1.203e-05,0.0001,1768723200000,1768710732001,binance,True
LTCUSDT,74.37142157,74.41970588,74.70909492,2.645e-05,0.0001,1768723200000,1768710732001,binance,True
TOKENUSDT,0.00481371,0.00481055,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
OPENUSDT,0.17572295,0.17610558,0.17641245,5e-05,0.0001,1768723200000,1768710732001,binance,True
SCUSDT,0.00166942,0.00166978,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
TRBUSDT,22.44464121,22.46216384,22.47757539,5e-05,0.0001,1768723200000,1768710732001,binance,True
BTCUSDT_251226,95140.12123019,95092.27325,0.00000000,0.0,0.0,0,1768710732001,binance,True
AGTUSDT,0.00350273,0.00349767,0.00349656,5e-05,0.0001,1768723200000,1768710732001,binance,True
GLMRUSDT,0.02636233,0.026296,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
STGUSDT,0.1483,0.14835484,0.14851927,-1.423e-05,0.0001,1768723200000,1768710732001,binance,True
BEATUSDT,0.3746,0.37414007,0.37305215,0.00017128,0.0001,1768723200000,1768710732001,binance,True
1000PEPEUSDT,0.005783,0.0057835,0.00579385,-4.23e-05,0.0001,1768723200000,1768710732001,binance,True
VELVETUSDT,0.14871,0.14825112,0.14822162,5e-05,0.0001,1768723200000,1768710732001,binance,True
OMGUSDT,0.15445273,0.15445273,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
FORMUSDT,0.37176002,0.37223468,0.37177660,5e-05,0.0001,1768723200000,1768710732001,binance,True
BLESSUSDT,0.01131612,0.0112679,0.01128449,0.0002095,0.0001,1768723200000,1768710732001,binance,True
MMTUSDT,0.2113,0.21169,0.21218976,-0.00021233,0.0001,1768723200000,1768710732001,binance,True
BIDUSDT,0.02357,0.02345061,0.02359171,5e-05,0.0001,1768723200000,1768710732001,binance,True
ETHUSDT,3308.80977519,3310.54325581,3314.72427072,5.652e-05,0.0001,1768723200000,1768710732001,binance,True
CYSUSDT,0.5006,0.49949603,0.49944875,5.18e-05,0.0001,1768723200000,1768710732001,binance,True
SIRENUSDT,0.07673,0.07667107,0.07677985,5e-05,0.0001,1768723200000,1768710732001,binance,True
STXUSDT,0.3571,0.35756757,0.35761233,-6.94e-06,0.0001,1768723200000,1768710732001,binance,True
STBLUSDT,0.05366,0.05360095,0.05394153,5e-05,0.0001,1768723200000,1768710732001,binance,True
BOMEUSDC,0.00065392,0.00065536,0.00065535,9.24e-06,0.0001,1768723200000,1768710732001,binance,True
XVSUSDT,5.70965321,5.710216,5.71584568,6.21e-05,0.0001,1768723200000,1768710732001,binance,True
DMCUSDT,0.001149,0.00114906,0.00114847,5e-05,0.0001,1768723200000,1768710732001,binance,True
MEUSDT,0.2343523,0.23459248,0.23619485,-0.00013692,0.0001,1768723200000,1768710732001,binance,True
NIGHTUSDT,0.06106039,0.06117767,0.06133749,-0.00011153,0.0001,1768723200000,1768710732001,binance,True
IPUSDC,2.657,2.67786109,2.68325740,-0.0034905,0.0001,1768723200000,1768710732001,binance,True
POWERUSDT,0.15917796,0.15892305,0.16018851,5e-05,0.0001,1768723200000,1768710732001,binance,True
QUSDT,0.017164,0.01709663,0.01707321,5e-05,0.0001,1768723200000,1768710732001,binance,True
CYBERUSDT,0.75,0.75041183,0.75114541,5e-05,0.0001,1768723200000,1768710732001,binance,True
CLANKERUSDT,36.76,36.76443967,36.76696039,5e-05,0.0001,1768723200000,1768710732001,binance,True
SKYUSDT,0.06351218,0.06367701,0.06373869,-6.587e-05,0.0001,1768723200000,1768710732001,binance,True
LEVERUSDT,6.754e-05,6.754e-05,0.00000000,0.0,0.0001,1768712400000,1768710732001,binance,True
DOGSUSDT,4.57e-05,4.578e-05,0.00004578,5e-05,0.0001,1768723200000,1768710732001,binance,True
BROCCOLIF3BUSDT,0.00657918,0.00653252,0.00651285,5e-05,0.0001,1768723200000,1768710732001,binance,True
AWEUSDT,0.05493,0.05503949,0.05503992,5e-05,0.0001,1768723200000,1768710732001,binance,True
USUALUSDT,0.02954,0.02957422,0.02951262,2.489e-05,0.0001,1768723200000,1768710732001,binance,True
BULLAUSDT,0.0306,0.03042821,0.03041756,0.00073712,0.0001,1768723200000,1768710732001,binance,True
CETUSUSDT,0.0273689,0.02739935,0.02739839,-8.083e-05,0.0001,1768723200000,1768710732001,binance,True
ZETAUSDT,0.08166583,0.08180143,0.08186894,5e-05,0.0001,1768723200000,1768710732001,binance,True
KSMUSDT,7.72207303,7.73434395,7.73929357,-3.75e-06,0.0001,1768723200000,1768710732001,binance,True
PLUMEUSDT,0.01703255,0.0170571,0.01703574,-9.253e-05,0.0001,1768723200000,1768710732001,binance,True
ZECUSDT,394.21,394.51607686,394.10447144,-0.00033352,0.0001,1768723200000,1768710732001,binance,True
RLSUSDT,0.009163,0.00916278,0.00920447,5e-05,0.0001,1768723200000,1768710732001,binance,True
XCNUSDT,0.00844576,0.00844709,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
BANKUSDT,0.04918065,0.04921229,0.04929398,5e-05,0.0001,1768723200000,1768710732001,binance,True
DGBUSDT,0.00658308,0.00657666,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
COWUSDT,0.2488,0.24909842,0.24910191,5e-05,0.0001,1768723200000,1768710732001,binance,True
ALLOUSDT,0.10090829,0.10096486,0.10099387,5e-05,0.0001,1768723200000,1768710732001,binance,True
ACHUSDT,0.011184,0.01119785,0.01116144,0.0001,0.0001,1768723200000,1768710732001,binance,True
SOONUSDT,0.33630874,0.33734012,0.33742230,-0.00021406,0.0001,1768723200000,1768710732001,binance,True
DYMUSDT,0.06915,0.06918528,0.06912349,5e-05,0.0001,1768723200000,1768710732001,binance,True
ZKCUSDT,0.11527247,0.11565258,0.11535709,1.841e-05,0.0001,1768723200000,1768710732001,binance,True
DEEPUSDT,0.04721142,0.04734582,0.04737863,5e-05,0.0001,1768723200000,1768710732001,binance,True
ZKUSDT,0.03388111,0.03392842,0.03400124,-3e-08,0.0001,1768723200000,1768710732001,binance,True
TAIKOUSDT,0.17898957,0.17898182,0.17935845,5e-05,0.0001,1768723200000,1768710732001,binance,True
ETHUSDT_260626,3365.5932093,3310.31162791,3314.72181925,0.0,0.0,0,1768710732001,binance,True
EPTUSDT,0.00210379,0.00209524,0.00210625,0.00011681,0.0001,1768723200000,1768710732001,binance,True
HYPEUSDT,25.49546084,25.49435714,25.45637976,5e-05,0.0001,1768723200000,1768710732001,binance,True
LAUSDT,0.30926579,0.30962447,0.30985918,5e-05,0.0001,1768723200000,1768710732001,binance,True
INITUSDT,0.09284544,0.09300683,0.09303389,5e-05,0.0001,1768723200000,1768710732001,binance,True
B2USDT,0.7268,0.72632909,0.72863711,5e-05,0.0001,1768723200000,1768710732001,binance,True
MKRUSDT,1818.50800619,1818.50800619,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
1000SHIBUSDC,0.00838241,0.00839082,0.00839346,-0.00018489,0.0001,1768723200000,1768710732001,binance,True
XANUSDT,0.01558428,0.01561661,0.01561860,5e-05,0.0001,1768723200000,1768710732001,binance,True
AIUSDT,0.04373,0.04368259,0.04357742,5e-05,0.0001,1768723200000,1768710732001,binance,True
CHILLGUYUSDT,0.02135256,0.02135545,0.02137488,5e-05,0.0001,1768723200000,1768710732001,binance,True
KOMAUSDT,0.01070399,0.01067937,0.01068266,5e-05,0.0001,1768723200000,1768710732001,binance,True
FFUSDT,0.08577,0.08580683,0.08584299,5e-05,0.0001,1768723200000,1768710732001,binance,True
WAXPUSDT,0.009165,0.00919512,0.00918861,-0.00027728,0.0001,1768723200000,1768710732001,binance,True
HOOKUSDT,0.04008,0.04011677,0.04022268,0.0001,0.0001,1768723200000,1768710732001,binance,True
ZKJUSDT,0.04037167,0.04029909,0.04030490,5e-05,0.0001,1768723200000,1768710732001,binance,True
BLZUSDT,0.047222,0.047222,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
IDOLUSDT,0.03226,0.03222531,0.03222163,5e-05,0.0001,1768723200000,1768710732001,binance,True
CUSDT,0.07859824,0.07876282,0.07887473,5e-05,0.0001,1768723200000,1768710732001,binance,True
ARPAUSDT,0.01318,0.01319445,0.01318608,0.0001,0.0001,1768723200000,1768710732001,binance,True
PORTALUSDT,0.02157,0.02151421,0.02157292,5e-05,0.0001,1768723200000,1768710732001,binance,True
MORPHOUSDT,1.31184158,1.31409189,1.31364562,5e-05,0.0001,1768723200000,1768710732001,binance,True
VANRYUSDT,0.00923033,0.00920166,0.00922023,1.58e-06,0.0001,1768723200000,1768710732001,binance,True
DFUSDT,0.01165488,0.0116624,0.01167407,5e-05,0.0001,1768723200000,1768710732001,binance,True
SPELLUSDT,0.00027104,0.00027175,0.00027185,-0.00046376,0.0001,1768723200000,1768710732001,binance,True
IOUSDT,0.1705,0.17095359,0.17369727,-0.00053871,0.0001,1768723200000,1768710732001,binance,True
OCEANUSDT,0.607,0.607,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
FILUSDC,1.52502038,1.52647722,1.52786695,9.684e-05,0.0001,1768723200000,1768710732001,binance,True
FOLKSUSDT,3.422,3.41876263,3.41940873,5e-05,0.0001,1768723200000,1768710732001,binance,True
PENGUUSDT,0.01166524,0.01167686,0.01169790,-5.29e-06,0.0001,1768723200000,1768710732001,binance,True
LITUSDT,1.91712533,1.91724,1.91955916,5e-05,0.0001,1768723200000,1768710732001,binance,True
1MBABYDOGEUSDT,0.0006676,0.00066842,0.00066958,-6.975e-05,0.0001,1768723200000,1768710732001,binance,True
PHBUSDT,0.28307865,0.28295168,0.28306255,0.0001,0.0001,1768723200000,1768710732001,binance,True
STPTUSDT,0.07024,0.07024,0.00000000,0.0,0.0,0,1768710732001,binance,True
NEIROETHUSDT,0.003048,0.003048,0.00000000,0.0,0.0,0,1768710732001,binance,True
STMXUSDT,0.00011263,0.00011263,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
ZORAUSDT,0.03557205,0.03562479,0.03564774,2.79e-05,0.0001,1768723200000,1768710732001,binance,True
CTKUSDT,0.2680222,0.26895645,0.26894442,3.772e-05,0.0001,1768723200000,1768710732001,binance,True
UAIUSDT,0.19525384,0.19500657,0.19462979,5e-05,0.0001,1768723200000,1768710732001,binance,True
ATHUSDT,0.00993,0.00995514,0.00996197,-0.00014112,0.0001,1768723200000,1768710732001,binance,True
PEOPLEUSDT,0.01061797,0.01061751,0.01062837,0.0001,0.0001,1768723200000,1768710732001,binance,True
JTOUSDT,0.3952,0.39584798,0.39687168,-0.00023907,0.0001,1768723200000,1768710732001,binance,True
TRUMPUSDC,5.2650933,5.27203082,5.27947389,-0.00013678,0.0001,1768723200000,1768710732001,binance,True
KLAYUSDT,0.15211,0.15211,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
RDNTUSDT,0.01001,0.01003751,0.01006017,-3.65e-06,0.0001,1768723200000,1768710732001,binance,True
DOGEUSDC,0.1370985,0.13719046,0.13723321,8.541e-05,0.0001,1768723200000,1768710732001,binance,True
AERGOUSDT,0.06229,0.06246421,0.06257208,5e-05,0.0001,1768723200000,1768710732001,binance,True
TLMUSDT,0.002498,0.00249997,0.00249795,0.0001,0.0001,1768723200000,1768710732001,binance,True
SAPIENUSDT,0.13679,0.13707483,0.13717551,5e-05,0.0001,1768723200000,1768710732001,binance,True
ALPHAUSDT,0.01566911,0.01566911,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
BELUSDT,0.139,0.13918898,0.13922712,0.0001,0.0001,1768723200000,1768710732001,binance,True
BNBUSDT,948.75684017,948.25302652,949.01417854,0.0,0.0,1768723200000,1768710732001,binance,True
POLYXUSDT,0.06538633,0.06557429,0.06554247,-0.00013764,0.0001,1768723200000,1768710732001,binance,True
MEMEFIUSDT,0.0015478,0.0015478,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
DASHUSDT,72.34064944,72.3754935,72.78626055,-9.015e-05,0.0001,1768723200000,1768710732001,binance,True
XVGUSDT,0.007122,0.00713303,0.00714325,3.436e-05,0.0001,1768723200000,1768710732001,binance,True
STORJUSDT,0.1439,0.14418438,0.14437043,-0.00014076,0.0001,1768723200000,1768710732001,binance,True
AVAXUSDC,13.63,13.64649216,13.65658734,-0.00016549,0.0001,1768723200000,1768710732001,binance,True
PIPPINUSDT,0.31785191,0.31884205,0.31793960,-0.00016114,0.0001,1768712400000,1768710732001,binance,True
LOKAUSDT,0.15348159,0.15348159,0.00000000,0.0,0.0,0,1768710732001,binance,True
ONDOUSDT,0.3839,0.38411125,0.38430925,9.81e-06,0.0001,1768723200000,1768710732001,binance,True
SONICUSDT,0.07388,0.07417891,0.07432336,-0.000327,0.0001,1768723200000,1768710732001,binance,True
EDUUSDT,0.16057624,0.16056929,0.16197964,0.0001,0.0001,1768723200000,1768710732001,binance,True
SUPERUSDT,0.22267182,0.22304919,0.22386481,-0.00023052,0.0001,1768723200000,1768710732001,binance,True
FLUXUSDT,0.1152,0.1153629,0.11502475,-3.275e-05,0.0001,1768723200000,1768710732001,binance,True
NILUSDT,0.07509023,0.07512043,0.07526758,5e-05,0.0001,1768723200000,1768710732001,binance,True
1000PEPEUSDC,0.0057806,0.00578386,0.00579270,-1.905e-05,0.0001,1768723200000,1768710732001,binance,True
ROSEUSDT,0.0138,0.01380613,0.01377576,0.0001,0.0001,1768723200000,1768710732001,binance,True
COMPUSDT,26.63364784,26.66822015,26.68012943,4.515e-05,0.0001,1768723200000,1768710732001,binance,True
METISUSDT,5.72897611,5.73191151,5.75796581,1.402e-05,0.0001,1768723200000,1768710732001,binance,True
MYROUSDT,0.00574428,0.00564782,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
UNIUSDC,5.312,5.31919161,5.32357526,2.61e-06,0.0001,1768723200000,1768710732001,binance,True
ALPACAUSDT,0.01882,0.01882,0.00000000,0.0,0.0001,1768712400000,1768710732001,binance,True
BCHUSDC,593.48,594.00260989,594.49998150,-1.698e-05,0.0001,1768723200000,1768710732001,binance,True
XLMUSDT,0.22824,0.22847527,0.22863980,6.007e-05,0.0001,1768723200000,1768710732001,binance,True
4USDT,0.02622365,0.02619039,0.02627496,5e-05,0.0001,1768723200000,1768710732001,binance,True
SAGAUSDT,0.0609,0.06093343,0.06101816,5e-05,0.0001,1768723200000,1768710732001,binance,True
ALCHUSDT,0.14556805,0.14541286,0.14541824,5e-05,0.0001,1768723200000,1768710732001,binance,True
BARDUSDT,0.7443,0.74478,0.74595989,5e-05,0.0001,1768723200000,1768710732001,binance,True
MEMEUSDT,0.001119,0.00112127,0.00112167,-0.00014301,0.0001,1768723200000,1768710732001,binance,True
SUSDT,0.07978,0.07983079,0.08004350,-0.00018371,0.0001,1768723200000,1768710732001,binance,True
COMBOUSDT,0.004801,0.004801,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
ENAUSDC,0.2173,0.21756124,0.21787763,-1.913e-05,0.0001,1768723200000,1768710732001,binance,True
NEARUSDC,1.714,1.71569377,1.71672724,0.0001,0.0001,1768723200000,1768710732001,binance,True
MAGMAUSDT,0.11516,0.11512406,0.11557179,5e-05,0.0001,1768723200000,1768710732001,binance,True
AGIXUSDT,0.4962,0.4962,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
CELRUSDT,0.00424,0.00424691,0.00425392,0.0001,0.0001,1768723200000,1768710732001,binance,True
MEWUSDT,0.00110353,0.00110349,0.00109663,5e-05,0.0001,1768723200000,1768710732001,binance,True
NEARUSDT,1.71403,1.71542266,1.71703277,-4.382e-05,0.0001,1768723200000,1768710732001,binance,True
CTSIUSDT,0.0372,0.03723732,0.03722771,0.0001,0.0001,1768723200000,1768710732001,binance,True
ZENUSDT,11.297,11.30296875,11.38071965,3.456e-05,0.0001,1768723200000,1768710732001,binance,True
ETCUSDT,12.73702072,12.75278108,12.76835494,-4.43e-06,0.0001,1768723200000,1768710732001,binance,True
BRETTUSDT,0.01624293,0.01627364,0.01628386,5e-05,0.0001,1768723200000,1768710732001,binance,True
ASTERUSDT,0.71480944,0.71517333,0.71550781,5e-05,0.0001,1768723200000,1768710732001,binance,True
TOSHIUSDT,0.0003222,0.00032239,0.00032245,5e-05,0.0001,1768723200000,1768710732001,binance,True
WIFUSDC,0.3738,0.37412158,0.37491774,-9.71e-06,0.0001,1768723200000,1768710732001,binance,True
TRXUSDT,0.31903186,0.31926118,0.31958418,9.189e-05,0.0001,1768723200000,1768710732001,binance,True
ETHFIUSDC,0.73,0.73146503,0.73003926,5e-05,0.0001,1768723200000,1768710732001,binance,True
KAITOUSDC,0.5198,0.52195495,0.52177767,-0.00073146,0.0001,1768723200000,1768710732001,binance,True
POLUSDT,0.14297928,0.143109,0.14322647,2.62e-05,0.0001,1768723200000,1768710732001,binance,True
APTUSDT,1.8181,1.81923,1.82568825,6.383e-05,0.0001,1768723200000,1768710732001,binance,True
LABUSDT,0.1654387,0.16486101,0.16364225,0.00017442,0.0001,1768723200000,1768710732001,binance,True
42USDT,0.04496867,0.04481563,0.04475451,5e-05,0.0001,1768723200000,1768710732001,binance,True
NXPCUSDT,0.38583073,0.3863021,0.38644453,5e-05,0.0001,1768723200000,1768710732001,binance,True
JSTUSDT,0.0402085,0.04030464,0.04033061,-9.032e-05,0.0001,1768723200000,1768710732001,binance,True
TONUSDT,1.7122,1.7131384,1.71472716,-8.125e-05,0.0001,1768723200000,1768710732001,binance,True
GPSUSDT,0.006129,0.00613709,0.00610447,-0.00010297,0.0001,1768723200000,1768710732001,binance,True
ONTUSDT,0.0656,0.06568876,0.06570966,1.481e-05,0.0001,1768723200000,1768710732001,binance,True
VIDTUSDT,0.0003276,0.0003276,0.00000000,0.0,0.0,0,1768710732001,binance,True
1000LUNCUSDT,0.04176,0.04179613,0.04181426,-0.00029747,0.0001,1768723200000,1768710732001,binance,True
AINUSDT,0.05184,0.0517699,0.05180468,0.00017871,0.0001,1768723200000,1768710732001,binance,True
GRASSUSDT,0.31517083,0.31525,0.31420233,5e-05,0.0001,1768723200000,1768710732001,binance,True
MOCAUSDT,0.02434633,0.02437,0.02434276,5e-05,0.0001,1768723200000,1768710732001,binance,True
HANAUSDT,0.01156618,0.01155143,0.01156036,5e-05,0.0001,1768723200000,1768710732001,binance,True
XEMUSDT,0.001786,0.001786,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
ZROUSDT,1.7202,1.7223558,1.72263961,-5.491e-05,0.0001,1768723200000,1768710732001,binance,True
BTCDOMUSDT,4563.3,4560.08577423,4559.47347571,0.0001,0.0001,1768723200000,1768710732001,binance,True
AI16ZUSDT,0.0569,0.0569,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
MELANIAUSDT,0.16642525,0.16675875,0.16676893,-4.134e-05,0.0001,1768723200000,1768710732001,binance,True
DENTUSDT,0.0002215,0.00022203,0.00022196,-5.289e-05,0.0001,1768723200000,1768710732001,binance,True
1000000MOGUSDT,0.2962,0.29678182,0.29700383,4.769e-05,0.0001,1768723200000,1768710732001,binance,True
SFPUSDT,0.37025188,0.37088438,0.37083694,0.0001,0.0001,1768723200000,1768710732001,binance,True
GOATUSDT,0.036985,0.03701357,0.03703028,5e-05,0.0001,1768723200000,1768710732001,binance,True
BADGERUSDT,0.89344286,0.89344286,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
