symbol,fundingTime,fundingRate,markPrice,source,type,has_interest,interest_per_interval
BTCUSDT,2025-11-27 00:00:00.013,-2.599e-05,90440.1,binance,CEX,True,0.0001
BTCUSDT,2025-11-27 08:00:00.000,2.408e-05,91362.62505797,binance,CEX,True,0.0001
BTCUSDT,2025-11-27 16:00:00.004,4.624e-05,90913.0,binance,CEX,True,0.0001
BTCUSDT,2025-11-28 00:00:00.008,1.771e-05,91292.57118441,binance,CEX,True,0.0001
BTCUSDT,2025-11-28 08:00:00.000,6.007e-05,90877.6,binance,CEX,True,0.0001
BTCUSDT,2025-11-28 16:00:00.008,-1.703e-05,92310.6888081,binance,CEX,True,0.0001
BTCUSDT,2025-11-29 00:00:00.000,-1.982e-05,90847.8,binance,CEX,True,0.0001
BTCUSDT,2025-11-29 08:00:00.005,1.778e-05,90523.5,binance,CEX,True,0.0001
BTCUSDT,2025-11-29 16:00:00.001,2.635e-05,91029.9,binance,CEX,True,0.0001
BTCUSDT,2025-11-30 00:00:00.003,6.082e-05,90765.0,binance,CEX,True,0.0001
BTCUSDT,2025-11-30 08:00:00.000,3.556e-05,90924.6,binance,CEX,True,0.0001
BTCUSDT,2025-11-30 16:00:00.004,3.88e-05,91411.4,binance,CEX,True,0.0001
BTCUSDT,2025-12-01 00:00:00.000,3.593e-05,90327.18313043,binance,CEX,True,0.0001
BTCUSDT,2025-12-01 08:00:00.004,3.153e-05,86498.90961019,binance,CEX,True,0.0001
BTCUSDT,2025-12-01 16:00:00.000,1.491e-05,84650.79218841,binance,CEX,True,0.0001
BTCUSDT,2025-12-02 00:00:00.004,-1.009e-05,86251.64706522,binance,CEX,True,0.0001
BTCUSDT,2025-12-02 08:00:00.000,2.643e-05,86967.63789167,binance,CEX,True,0.0001
BTCUSDT,2025-12-02 16:00:00.000,3.999e-05,90816.8987029,binance,CEX,True,0.0001
BTCUSDT,2025-12-03 00:00:00.000,-1.732e-05,91249.1,binance,CEX,True,0.0001
BTCUSDT,2025-12-03 08:00:00.000,4.206e-05,92970.0,binance,CEX,True,0.0001
BTCUSDT,2025-12-03 16:00:00.005,-8.85e-06,92333.85671014,binance,CEX,True,0.0001
BTCUSDT,2025-12-04 00:00:00.012,-3.95e-06,93381.85158696,binance,CEX,True,0.0001
BTCUSDT,2025-12-04 08:00:00.000,7.435e-05,93361.06881884,binance,CEX,True,0.0001
BTCUSDT,2025-12-04 16:00:00.011,3.928e-05,92945.25542029,binance,CEX,True,0.0001
BTCUSDT,2025-12-05 00:00:00.000,4.837e-05,92036.81684783,binance,CEX,True,0.0001
